Código do Município,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG004 - Quantidade de ligações ativas de água micromedidas,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG008 - Volume de água micromedido,AG010 - Volume de água consumido,AG011 - Volume de água faturado,AG012 - Volume de água macromedido,AG024 - Volume de serviço,AG026 - População urbana atendida com abastecimento de água,AG028 - Consumo total de energia elétrica nos sistemas de água,IN001 - Densidade de economias de água por ligação,IN002 - Índice de produtividade: economias ativas por pessoal próprio,IN003 - Despesa total com os serviços por m3 faturado,IN008 - Despesa média anual por empregado,IN009 - Índice de hidrometração,IN010 - Índice de micromedição relativo ao volume disponibilizado,IN011 - Índice de macromedição,IN012 - Indicador de desempenho financeiro,IN013 - Índice de perdas faturamento,IN018 - Quantidade equivalente de pessoal total,IN020 - Extensão da rede de água por ligação,IN022 - Consumo médio percapita de água,IN023 - Índice de atendimento urbano de água,IN026 - Despesa de exploração por m3 faturado,IN028 - Índice de faturamento de água,IN029 - Índice de evasão de receitas,IN030 - Margem da despesa de exploração,IN031 - Margem da despesa com pessoal próprio,IN032 - Margem da despesa com pessoal total (equivalente),IN033 - Margem do serviço da divida,,IN035 - Participação da despesa com pessoal próprio nas despesas de exploração,IN036 - Participação da despesa com pessoal total (equivalente) nas despesas de exploração,IN037 - Participação da despesa com energia elétrica nas despesas de exploração,IN038 - Participação da despesa com produtos químicos nas despesas de exploração (DEX),IN039 - Participação das outras despesas nas despesas de exploração,IN044 - Índice de micromedição relativo ao consumo,IN045 - Índice de produtividade: empregados próprios por 1000 ligações de água,IN048 - Índice de produtividade: empregados próprios por 1000 ligações de água + esgoto,IN049 - Índice de perdas na distribuição,IN050 - Índice bruto de perdas lineares,IN051 - Índice de perdas por ligação,IN052 - Índice de consumo de água,IN055 - Índice de atendimento total de água,IN058 - Índice de consumo de energia elétrica em sistemas de abastecimento de água,IN060 - Índice de despesas por consumo de energia elétrica nos sistemas de água e esgotos,IN076 - Incidência das análises de turbidez fora do padrão,IN080 - Índice de conformidade da quantidade de amostras - turbidez,IN083 - Duração média dos serviços executados,IN101 - Índice de suficiência de caixa,IN102 - Índice de produtividade de pessoal total (equivalente)
412470,11170,8500,2824,2824,70,455,313,313,313,455,0,5500,529,"1,04","242,12","3,9","52165,82",100,"68,79",100,"118,97","31,21","16,85","20,09","100,89","98,6","3,9","68,79",0,"84,06","43,05","60,47",0,0,"51,22","71,94","25,46","2,6",0,100,"4,29","4,29","31,21","5,99","139,24","68,79","76,1","1,16","0,59","2,86",100,"1,33","119,32","165,78"
110080,26693,12971,3545,3261,"45,88","737,64","500,29","517,71","589,04",0,0,12971,"656,47","1,06",494,"7,22","287254,49","94,22","67,82",0,"68,97","20,15","9,37","8,59","110,65","74,58","6,83","79,85","4,44","137,18","73,48","91,76",0,"15,18","53,56","66,89","13,9","1,09","11,06","96,64","2,14","2,14","29,82","13,13","172,03","70,18","48,59","0,89","0,85","6,06","91,67","1,4","75,22","373,94"
270690,35111,17236,4503,4367,47,"1256,98","496,16","516,43","619,11",0,"19,6",17236,"397,15","1,01","1507,67","1,39","109266,75","96,66","40,1",0,"437,52","49,97","4,67","6,87","82,21","51,41","1,25","50,03","-16,47","20,59","8,71","13,54",0,0,"42,29","65,8","23,83","6,71",0,"96,07","0,67","0,67","58,26","42,03","440,45","41,74","49,09","0,32","0,47","1,25","83,59","1,43","552,71","960,84"
270550,28236,13876,3565,3391,32,"1307,58","388,89","421,85","461,39",0,"510,72",13876,"1107,46","1,01","357,25","3,58","68048,1","93,06","48,8",0,"143,32","42,1","12,81","6,3","83,68","59,37","3,24","57,9","-11,19","63,08","28,74","36,82",0,0,"45,55","58,37","35,33","4,88",0,"92,19","2,82","2,82","47,06","32,06","289,78","52,94","49,14","0,85","0,48","42,57","77,08","1,44","169,89","276,69"
270210,21698,12012,3103,2739,23,"1009,35","355,42","407,51","420,95",0,"265,13",12012,"290,22","1,02",783,"2,04","83925,84","88,02","47,76",0,"288,05","43,44","5,36","5,16","93,58","72,34","1,73","56,56","-1,16","29,46","13,56","18,16",0,0,"46,02","61,62","19,88","15,85",0,"87,22","1,3","1,3","45,24","39,76","299,61","54,76","55,36","0,29","0,5","59,57","91,39","1,46","332,63","574,83"
432225,4855,3225,1075,1075,"41,3","156,34","144,67","144,67","144,67",0,0,3057,"299,87",1,"358,67","4,49","67440,41",100,"92,54",0,"116,98","7,46","3,38","36,61","122,9","90,79","3,71","92,54","1,28","70,74","26,65","29,99",0,"4,29","37,68","42,4","47,08","4,09","6,07",100,"2,79","2,79","7,46","0,77","29,74","92,54","66,43","1,92","0,84",0,100,"1,6","149,6","318,47"
110029,6495,3307,1076,1073,"24,69","190,1","131,49","131,9","152,82",0,0,3307,"149,38","1,01","76,5","17,44","124598,64","99,44","69,17",0,"40,36","19,61","15,39","14,23","107,55",100,"16,36","80,39","25,72","232,31","162,12","178,24",0,"26,29","69,79","76,73","3,83","3,62","11,32","99,69","13,15","13,15","30,62","6,52","149,72","69,38","50,92","0,79","0,64","7,14","81,67","1,64","37,61","69,19"
110033,30583,3097,840,833,"21,75","294,65","128,73","130,03","142,37",0,0,3097,"228,19","1,06","142,42","6,52","104411,26","97,34","43,69",0,"88,14","51,68",6,"13,72","119,13","17,47","6,38","48,32","15,01","110,96","76,56","76,56",0,"1,85","68,99","68,99","11,36","9,39","1,67",99,"7,42","7,42","55,87","20,74","557,5","44,13","10,13","0,77","0,45","14,96","105,83","1,89","80,14","134,83"
130320,19454,17668,4595,0,"74,75","1562,3","53,85","1322,52","1322,52","1562,3",0,12114,"736,8","1,04","242,84","0,44","17074,36",0,"3,45",100,"97,02","15,35","19,13","16,04","224,44","96,52","0,44","84,65","1,44","102,62","57,24","57,62",0,"0,35","55,78","56,15","42,25","0,72","0,34","4,07","4,28","4,28","15,35","8,88","147,91","84,65","90,82","0,47","0,33",0,100,2,"97,34","232,22"
110170,11467,3973,1158,649,"44,1","298,79","95,44","180,74","192,03",0,0,3973,"183,22","1,04","391,83","3,15","130841,57","56,95","31,94",0,151,"35,73","3,01","19,67","127,66","87,51","3,09","64,27","1,41","64,89","42,98","43,19",0,"1,55","66,24","66,56","16,12","0,01","2,38","52,81","2,65","2,65","39,51","7,33","286,22","60,49","34,65","0,61","0,52","11,43","58,33",2,"161,1","374,83"
420285,3743,3743,1065,1065,"39,51","226,85","151,07","151,08","179,92","226,85","4,5",2055,"164,85","1,11",197,"2,59","46553,09",100,"67,94",100,"143,23","19,08","7,22","34,23","110,96",100,"2,59","80,92","-7,12","69,82","41,92","50,45",0,0,"60,05","72,26","22,8","4,95",0,"99,99","5,65","5,65","32,05","4,98","183,77","67,95",100,"0,73","0,64",0,"96,53",2,"153,43","147,15"
421625,6381,3952,1401,1401,"54,3","372,9","300,73","300,73","317,3","257,4","11,5",2240,"132,66","1,12","180,53","4,91","68351,84",100,"83,21","69,03","82,23","12,2","10,64","33,44","211,15",100,"3,68","87,8",0,"91,27","45,37","56,78","3,26",0,"49,71","62,21","30,95","6,84",0,100,"6,18","6,18","16,79","3,39","120,84","83,21","61,93","0,36","2,73",0,"107,11","2,5","105,79","129,31"
211065,7392,1877,452,102,"12,4","189,68","16,48","52,17","52,17",0,12,1877,"120,58",1,454,"6,79","128165,27","33,26","9,28",0,"47,06","70,64","1,27","12,31","75,81","35,74","4,71","29,36","14,41","147,52","76,94","97,81","39,56",0,"52,16","66,31","33,09","0,61",0,"31,59","2,2","2,2","70,64","27,73","757,41","29,36","25,39","0,64","0,67",0,100,"2,75","46,25","357,14"
270300,15616,6240,1575,1213,16,"358,38","154,73","209,3","200,85",0,"49,13",5956,"227,3",1,"313,3","5,79","141835,91","77,4","50,03",0,"85,75","35,05","5,34","6,07","92,43","61,89","4,77","64,95","-6,19","96,18","71,13","75,98",0,0,"73,96",79,"10,71","9,53",0,"73,93","3,2","3,2","32,32","17,17","175,03","67,68","39,96","0,63","0,45","55,21","90,56","2,88","94,21","292,93"
421415,2924,1395,497,497,"30,21","156,16","59,36","85,05","75,41",0,"43,73",1060,"272,28","1,19","250,6","7,37","31590,63","92,71","52,8",0,"62,17","32,93","3,87","29,83","170,71","99,62","5,13","67,07",0,"111,81","22,84","35,33",0,"22,92","20,43","31,6","45,11","2,79","20,5","69,79","4,73","4,73","24,35","4,39","142,07","75,65","47,71","1,74","0,64",0,"101,19","3,5","90,43","136,57"
270390,4155,2808,804,803,5,"380,53","81,15","83,17","106,52",0,"33,92",2795,"71,9",1,"802,5","3,3","192804,62","98,37","23,41",0,"169,16","69,27","1,15","4,69","81,15",100,"2,68","30,73","-3,36","48,02","32,39","37,28",0,0,"67,46","77,64","13,77","7,05",0,"97,57","1,25","1,25",76,"151,95","902,19",24,"67,58","0,19","0,55","68,97","96,67","4,72","187,26","695,15"
510677,12517,6031,1985,1972,35,504,332,334,334,0,2,6031,548,1,"221,33","3,37",28000,"99,35","66,14",0,"110,91","33,47","14,36","14,89","151,73",100,"2,98","66,53","7,37","79,86","20,21","32,24",0,"10,3","25,3","40,36","35,54","8,03","12,9","99,4","4,53","4,53","33,47","13,15","231,88","66,53","48,18","1,09","0,65",0,100,"6,89","115,99","138,26"
510621,12787,12787,2653,2653,45,"658,92",485,487,487,0,2,7187,450,"1,04","340,69","1,72","22394,04",100,"73,83",0,"217,97","25,87","10,28","14,11","104,54",100,"1,72","74,13","3,79","45,88","9,82","12,61",0,"6,35","21,4","27,49","35,54","19,08","13,85","99,59","3,04","3,04","25,87","11,22","176,94","74,13",100,"0,68","0,66",0,100,7,"209,72","255,98"
110012,128969,85933,25013,23951,"430,89","8354,93","4030,8","4149,74","4868,7",0,0,85933,"3395,25","1,06","483,31","3,31","159764,64","96,67","48,24",0,"102,57","41,73","59,55","10,91","133,09","74,1","3,18","58,27","0,33","93,74","52,26","57,64",0,"10,01","55,76","61,49","10,16","7,39","10,67","97,13","2,19","2,19","50,33","26,96","467,41","49,67","66,63","0,41","0,46","7,61","32,99","7,27","112,06","413,93"
431295,1775,1770,701,678,"16,5",97,90,92,92,0,0,523,"76,3","1,02","285,6","1,72",12500,"96,57","92,78",0,"94,86","5,15","4,87","21,28","141,29",100,"1,72","94,85","19,34","105,42","20,77","40,45","105,42","13,36","19,7","38,37","45,4","3,56","12,67","97,83","3,57","3,57","5,15","0,84","19,56","94,85","99,72","0,79","0,94",0,100,"9,6","38,26","143,87"
431805,3074,3074,1120,1120,85,462,"394,25","394,25","394,25",462,0,1836,900,1,560,"1,36","40286,88",100,"85,34",100,"97,52","14,66","3,38","73,89","351,89",100,"1,36","85,34","-2,53","102,54","15,45","26,11",0,"40,86","15,06","25,47","34,68",0,"39,85",100,"1,79","1,79","14,66","2,22","165,73","85,34",100,"1,95","0,21",0,100,10,"99,99","331,24"
211110,25929,20823,7067,3057,"65,22","3006,16","482,67","894,51","1152,37",0,348,20823,"1386,51",1,"214,72","5,32","80576,2","41,97","18,16",0,"71,56","56,65","44,07","7,08","116,26","97,34","3,94","43,35","8,62","103,59","61,53","80,95","23,81",0,"59,4","78,15","20,94","0,91",0,"53,96","4,68","4,68","66,35","74,21","674,38","33,65","80,31","0,46","0,69",0,300,"15,94","68,89","162,56"
210975,7773,1722,446,9,"4,5","156,21","0,06","68,24","68,24",0,"15,68",1722,"96,33",1,"291,67","8,27","261121,76","1,03","0,04",0,"47,23","51,44","1,61","6,61","110,86","68,23","7,04","48,56","6,28","180,12","146,87","157,66","20,35",0,"81,54","87,53","12,21","0,26",0,"0,09","3,43","3,43","51,44","44,01","452,7","48,56","22,15","0,62","0,61",0,"110,91","17,65","46,14","271,7"
210087,15426,1681,383,14,"9,18","167,6","2,58","54,87","54,87",0,13,1681,"158,27",1,391,"8,47","237998,01","3,58","1,67",0,"39,68","64,51","1,13","8,52","87,55","28,32","6,88","35,49","28,13","204,89","129,12","145,78","31,59",0,"63,02","71,15","28,5","0,35",0,"4,7","2,56","2,56","64,51","31,46","698,81","35,49","10,9","0,94","0,68",0,100,"26,3","30,06","346,31"
211300,31523,3544,960,48,"21,49","465,74","6,04","136,46","136,46",0,0,3544,"380,95",1,"337,83","8,69","183334,03","4,74","1,3",0,"33,25","70,7","3,49","8,05","99,87",22,"6,86","29,3","24,43","237,33","139,45","162,15","41,03",0,"58,76","68,33","31,28","0,39",0,"4,43","2,96","2,96","70,7","41,98","890,56","29,3","11,24","0,82","0,77","16,67",120,"31,1","27,1","290,4"
210290,23807,2999,724,6,"16,31","208,03","1,02","117,65","117,65",0,"17,75",2999,"66,36","1,02","373,75","4,53","145262,21","0,61","0,54",0,"78,07","38,17","2,28","14,05","106,12","17,09","3,23","61,83","45,72","91,19","69,81","79,69","17,37",0,"76,56","87,39","12,17","0,43",0,"0,87","2,73","2,73","38,17","12,2","271,28","61,83","12,6","0,32","0,7",0,"33,33","39,65","47,03","321,28"
210400,17241,8742,2787,399,"18,18","1693,76","67,14","467,57","467,57",0,0,8742,"845,01","1,01",936,"5,92","375310,76","14,32","3,96",0,"62,18","72,39","3,84","4,78","140,83","93,24","4,21","27,61","18,61","114,4","65,45","83,71","34,2",0,"57,21","73,18","26,15","0,68",0,"14,36","1,08","1,08","72,39","184,79","1210,6","27,61","50,7","0,5","0,61","3,39","147,5","44,45","52,59","723,15"
210350,41178,18026,4782,751,"44,26","2393,33","109,61","791,41","791,41",0,108,18026,"1869,44",1,"574,37","6,41","254690,97","15,27","4,8",0,"62,85","65,37","9,95","6,12","125,99","66,98","4,86","34,63","13,4","120,62","63,86","79,47","26,06",0,"52,95","65,88","26,91","7,2",0,"13,85","1,75","1,75","65,37","92,47","893,95","34,63","43,78","0,78","0,55",0,"99,74","52,26","58,66","459,93"
210840,14318,1743,506,17,"10,18","263,31","3,71","86,82","86,82",0,"15,2",1743,"139,61",1,"169,17","6,44","89491,19","3,36","1,5",0,"61,79","65,01","3,63","13,47","136,47","45,81","4,9","34,99","21,9","122,95","77,66","93,87","26,46",0,"63,16","76,35","23,16","0,49",0,"4,27","5,92","5,92","65,01","43,41","872,44","34,99","12,17","0,53","0,71",0,85,"63,04","50,56","139,66"
240500,9133,6124,1844,1842,"16,52","192,66","147,39","147,7","239,41",0,0,5941,"3138,39",1,"879,5","3,23","147645,66","99,83","76,5",0,"133,04","-24,27",2,"5,19","70,39","96,66","2,38","124,27","0,18","55,33","28,7","28,7","2,19",0,"51,87","51,87","27,78","1,2",0,"99,79","1,14","1,14","23,34","11,18","70,11","76,66","67,05","16,29","0,05","13,79","120,83","65,43","154,38","878,5"
211150,41529,12198,3137,168,"48,43",2784,"18,17","464,85","464,85",0,"24,7",11311,"908,54",1,"1276,6","8,52","610761,26","5,13","0,66",0,"38,23","83,15","3,34","6,81",103,"37,08","5,96","16,85","30,25","182,92","100,86","134,56","63,89",0,"55,14","73,56","25,64","0,79",0,"3,91","0,79","0,79","83,15","129,8","1977,4","16,85","29,37","0,33","0,78",0,96,"69,84","28,09","953,13"
211000,72667,25236,6418,3013,"33,72","2275,57","367,29","947,93","947,93",0,"94,8",25236,"1677,25","1,01","1100,92","4,6","265181,19","46,34","16,84",0,"86,93","56,53","7,57","3,75","102,92","99,71","3,29","43,47","42,77","82,37","41,98","52,98","20,86",0,"50,96","64,32","35,11","0,57",0,"38,75","0,92","0,92","56,53","100,17","515,59","43,47","34,73","0,74","0,65",0,100,"79,94","55,13","865,1"
210620,6951,3090,769,10,"15,72","286,24","1,82","155,88","155,88",0,"30,4",3090,"85,02","1,01",409,"4,13","177270,24","1,05","0,71",0,"100,55","39,07","2,3","10,2","130,76","52,59","3,01","60,93","79,2","72,32","54,73","62,98","15,35",0,"75,68","87,09","12,43","0,48",0,"1,17","2,46","2,46","39,07","17,39","337,27","60,93","44,45","0,3","0,68",0,"33,33","83,83","21,85","352,82"
210470,6262,2679,920,42,"8,07","571,85","8,93","154,88","154,88",0,"24,03",2679,"387,91","1,01",616,"6,55","253400,82","2,99","1,63",0,"57,51","71,73","1,91","6,4","150,23","90,2","4,8","28,27","15,18","127,36","65,15","83,11","34,05",0,"51,15","65,25","34,14","0,61",0,"5,77","1,63","1,63","71,73","133,4","1172,07","28,27","42,78","0,68","0,65",0,"110,91","99,98","50,93",480
210260,20178,3859,890,3,"11,29","473,37","1,93","134,84","134,84",0,"15,2",3859,"116,56","1,01","905,5","5,17","296686,61","0,28","0,42",0,"72,01","70,57","1,29","7,53","95,41","29,71","3,46","29,43","57,06","92,84","59,09","76,37","32,75",0,"63,65","82,26","16,94","0,8",0,"1,43","1,12","1,12","70,57","78,46","992,53","29,43","19,12","0,25","0,68",0,"176,92","108,85","35,35","690,58"
210760,19722,3635,1151,330,"5,35","434,08","46,95","170,77","170,77",0,"40,6",3635,"181,17",1,"578,25","6,97","382909,99","27,37","11,93",0,"54,14","56,6","2,21","3,81","128,91","99,97","5,66","43,4","46,83","150,1","118,89","131,24","23,41",0,"79,21","87,43","12,21","0,35",0,"27,49","1,74","1,74","56,6","113,94","530,12","43,4","18,43","0,42","0,65",0,"62,5","110,19","29,77","521,35"
210420,15552,8773,2399,538,"12,99","1288,02","75,13","412,56","412,56",0,"28,49",8773,"813,27",1,"603,87","5,98","268341,3","19,22","5,96",0,"59,94","67,24","4,91","3,85","128,17","89,61","4,43","32,76","20,5","123,68","72,61","89,07","30,27",0,"58,7","72,02","27,43","0,56",0,"18,21","1,66","1,66","67,24","178,63","962,25","32,76","56,41","0,63","0,62",0,"86,84","123,49","51,08","491,42"
210910,47804,32562,9101,5255,"46,83","3716,38","275,74","466,89","466,89",0,0,31043,"1772,55",1,"361,72","12,65","95414,38","53,62","7,42",0,"27,35","87,44","34,19","4,14","39,66","90,77","9,34","12,56","24,39","269,84","147,67","201,93","79,93",0,"54,73","74,83","23,85","1,32",0,"59,06","2,77","2,77","87,44","190,11","987,43","12,56","68,12","0,48","0,59","6,79","36,47","123,72","21,99","263,73"
210920,12734,2049,458,35,"9,88","413,45","8,28",73,73,0,0,2049,"240,81",1,"102,11","16,07","162272,2","7,62",2,0,"26,54","82,34","4,99","10,68","97,28","45,07","13,16","17,66","27,9","308,6","234,59","260,06","46,15",0,"76,02","84,27","15,39","0,34",0,"11,34","9,79","9,79","82,34","92,9","2029,9","17,66","16,09","0,58","0,61","22,22",100,"124,33","20,1","92,11"
210200,41630,12819,3317,186,"36,68","1348,79","24,42","407,7","407,7",0,"25,4",12819,"1074,64",1,"1302,8","5,54","281907,04","4,78","1,85",0,"50,69","69,19","3,39","8,86","89,07","73,38","3,97","30,81","29,78","141,47","61,53","83,43","40,91",0,"43,5","58,97","40,37","0,66",0,"5,99","0,77","0,77","69,19","68,4","772,87","30,81","30,79","0,8","0,61",0,"41,67","152,58","37,7","957,65"
210340,49435,5628,1425,115,"27,61","1335,84","9,89","224,84","224,84",0,"50,6",5628,"382,19",1,"284,7","9,66","202023,08","6,8","0,77",0,"39,59","82,51","6,23","5,15","109,69","13,74","6,82","17,49","23,44","178,24","117,49","146,34","53,98",0,"65,92","82,1","17,21","0,69",0,"4,4","3,52","3,52","82,51","105,22","2045,92","17,49","11,38","0,29","0,69",0,100,"152,62","33,2","228,01"
210870,21485,12069,3125,955,"39,63","977,64","126,84","472,61","472,61",0,"36,85",11184,"577,71",1,1584,"3,6","300215,78",30,"13,48",0,"94,98","49,76","2,62","8,67","106,38","91,98","2,44","50,24","27,04","71,41","37,19","48,67","21,04",0,"52,08","68,16","31,17","0,67",0,"26,84","0,63","0,63","49,76","32,37","406,49","50,24","56,17","0,59","0,62",0,100,"159,36","75,08","1205,47"
211290,32764,18440,4766,132,"47,8","3467,77","20,69","839,25","839,25",0,"120,25",14864,"1072,77","1,01","495,45","7,23","282056,26","2,75","0,62",0,"52,72","74,93","12,31","7,58","121,61","95,62","5,37","25,07","60,7","140,96","88,17","108,55","37,66",0,"62,55","77,01","12,97","10,02",0,"2,47","2,05","2,05","74,93","143,77","1407,18","25,07","56,28","0,31","0,55",0,100,"162,04","21,43","396,69"
210320,79675,35108,8818,4240,"74,83","3044,43","584,58","1344,14","1344,14",0,0,35108,"2478,58","1,01","133,26","5,79","48609,68","45,32","19,2",0,"66,11","55,85","79,64","5,62","110,11","61,12","4,19","44,15","17,19","109,34","60,47","75,24","20,56",0,"55,3","68,81","23,65","7,54",0,"43,49","7,61","7,61","55,85","62,25","554,13","44,15","44,06","0,81","0,54","2,35",100,"184,34","62,28","105,56"
210490,12030,6658,1836,213,"17,69","962,98","28,67","308,78","308,78",0,"40,65",5606,"279,18","1,01","742,4","5,82","380176,24","10,75","3,11",0,"64,18","66,52","2,97","6,8","126,84","81,48","4,32","33,48","41,95","115,69","82,4","97,79",29,0,"71,22","84,52","14,91","0,57",0,"9,28","1,36","1,36","66,52","94,97","912,82","33,48","55,34","0,29","0,71",0,"6,02","199,45","39,62","620,67"
210005,112445,39454,10275,2757,"98,4","5261,36","370,49","1718,75","1718,75",0,"0,12",39454,"2769,88","1,06","997,77","5,09","317951,49","26,46","7,04",0,"79,94","67,33","14,33","7,44","118,38","46,66","3,53","32,67","20,66","86,62","49,99","65,14","26,13",0,"57,71","75,2","24,12","0,68",0,"21,56","1,06","1,06","67,33","98,63","938,09","32,67","35,09","0,53","0,53",0,"67,51","203,13","66,98","721,85"
211400,51714,16799,4223,397,"41,95",1334,"48,4","617,06","617,06",0,58,16799,"1485,58","1,01",829,"4,59","215217,68","10,58","3,79",0,"71,12","51,64","5,66","5,51","114,77","52,81","3,4","48,36","32,6","104,18","48,08","60,47","23,01",0,"46,15","58,04","41,45","0,5",0,"7,84","1,21","1,21","51,64","43,03","486,41","48,36","32,48","1,11","0,59",0,100,"214,19","50,42","655,72"
210990,89044,42480,11160,3574,"149,67","4922,86","538,75","1907,42","1907,42",0,"138,6",42480,"3780,96","1,03","326,7","4,76","89005,44","31,97","11,26",0,"78,14","60,13","47,85","7,91","121,74","50,37","3,33","39,87","25,69","89,51","44,58","60,09","24,13",0,"49,81","67,14","31,67","1,2",0,"28,24","3,15","3,15","60,13","52,66","698,4","39,87","47,71","0,77","0,53",0,100,"214,3","63,67","235,84"
211170,22247,3078,824,28,"11,07","468,91","3,44","121,6","121,6",0,"41,75",3078,"166,82",1,"407,5","6,79","189857,14","3,26","0,81",0,"48,85","71,53","2,45","6,15","109,59","53,15","4,85","28,47","36,89","146,18","94,21","115,53","40,42",0,"64,45","79,03","20,34","0,63",0,"2,83","2,46","2,46","71,53","75,62","1028,44","28,47","13,84","0,36","0,72",0,40,"219,53","32,8","331,89"
211050,45211,21912,5349,221,"25,58","2596,03","25,71","959,73","959,73",0,"102,6",21912,"1109,73","1,03","1215,33","4,53","398689,49","4,14","1,03",0,"83,24","61,51","5,74","3,61","120,34","83,99","3,16","38,49","29,4","83,77","49,61","63,27","24,94",0,"59,22","75,53","23,8","0,68",0,"2,68","0,84","0,84","61,51","166,22","788,06","38,49","48,47","0,43","0,65",0,"107,56","226,07","61,22","928,99"
210465,10180,3603,910,85,"15,74","421,32","10,28","137,84","137,84",0,"23,4",3603,"326,75",1,351,"5,87","123526,58","8,3","2,58",0,"64,69","65,36","3,13","12,98","109,21","98,34","4,28","34,64","26,86","112,79","58,98","73,73","27,96",0,"52,3","65,37","34,07","0,56",0,"7,46","2,86","2,86","65,36","45,93","815,27","34,64","35,39","0,78","0,62",0,100,"229,4","50,11","279,68"
210030,26532,6211,1553,119,"20,41","1068,7","11,93",201,201,0,"53,8",6211,"494,61","1,01","389,75","12,16","358598,4","7,35","1,18",0,"24,6","80,2","4,55","6,26","89,04","41,12","9,87","19,8","40,23","330,03","238,67","271,25","61,78",0,"72,32","82,19","17,38","0,42",0,"5,94","2,59","2,59","80,2","109,25","1443,28","19,8","23,41","0,46","0,7",0,"103,47","238,99","15,52","339,85"
261440,6007,2113,619,542,"5,51","59,28","36,78","45,84","44,01",0,"1,08",1915,"76,23",1,411,"11,62","147386,27","87,66","63,2",0,"27,43","24,38","2,93","7,93","59,63",100,"11,17","75,62","24,07","350,38","157,53","308,24","199,12",0,"44,96","87,97","4,79","4,52",0,"80,24","2,44","2,44","21,24","6,15","54,97","78,76","35,18","1,29","0,31",0,130,240,"14,24","209,88"
420215,2706,1474,486,485,"16,54",0,"46,19","47,62","71,59",0,0,1307,"131,22","1,1","348,67","7,06","180261,49","99,27","53,87",0,"73,38","16,51","1,72","33,76","90,76",100,"6,22","83,49","-0,03","120,13","72,91","83,65","16,88","3,41","60,69","69,63","17,36","1,34","2,84",97,"3,14","3,14","44,47","6,32","219,01","55,53","54,47","1,53","0,59",0,"102,5","655,32","72,2","277,16"
431242,3085,3085,1103,1103,40,230,105,225,225,105,,673,153,"1,01","1351,5","1,01",104193,"86,13","31,53","31,53","91,64","32,43","1,3","25,05","201,25",100,"0,9","67,57",0,"97,15","49,92","64,68",0,"11,98","51,39","66,57","11,08","10,02","12,33","46,67","0,75","0,75","32,43","7,69","221,31","67,57",100,"0,46","0,15",0,100,1,"102,93","1031,97"
120042,18930,5913,1348,1242,"22,48","699,87","257,7","270,42","270,42",0,"15,69",5421,"93,17","1,01","112,87","1,82","20685,94","92,57","37,67",0,"208,91","60,48",12,"15,14","126,12","95,49","1,17","39,52","92,13","30,74","24,1","24,1",0,,"78,4","78,4","18,23","3,37",,"95,3","8,96","8,96","60,48","50,43","846,59","39,52","31,24","0,13","0,62",0,"16,9","51,93","25,63","111,58"
120043,6540,3465,644,592,"11,23","351,31","139,16","145,52","145,52",0,"7,54",2555,"231,97",1,"58,64","3,87","20149,03","91,94","40,48",0,"76,48","57,67",11,"15,59","114,86","96,85","2,76","42,33","74,54","93,2","51,48","51,48",0,,"55,24","55,24","26,87","17,89",,"95,63","17,05","17,05","57,67","48,65","842,09","42,33","52,98","0,66","0,46",100,"0,41",128,"27,31","58,64"
420650,44819,38727,10298,10298,"187,8","3318,46","1601,99","1601,99","1879,9","3166,81","137,06",35738,"2067,92","1,18","11812,5","3,61","44603,54","97,72","50,35","95,43","113,31","40,91","114,19","15,96","114,49",100,"3,61","59,09","0,69","88,26","0,58","66,21",0,0,"0,66","75,02","17,52","7,47",0,100,"0,1","0,1","49,65","23,07","430,54","50,35","86,41","0,62","0,58",0,100,"0,09","115,12","88,02"
421060,16916,8768,2455,2454,"104,06","784,93","333,95","337,11","420,24","784,93","78,49",8768,"89,65","1,07",2593,"5,19",28400,"99,48","47,27",100,"98,7","40,51","62,3","35,99",106,100,"4,87","59,49","4,03","94,99","1,32","82,18",0,0,"1,39","86,51","8,58","4,91",0,"99,06","0,41","0,41","52,28","9,76","417,69","47,72","51,83","0,11","1,96",0,100,"0,12","102,53","38,88"
293310,9170,7392,2856,2812,"37,98",0,"185,9","195,59","253,38","266,79","0,26",6099,0,"1,01","1148,8","4,89","153384,89","98,45","59,62","85,49","101,55","18,74","4,4","11,53","72,13","99,51","4,09","81,26","4,97","82,37","30,49","53,7","1,76","9,75","37,01","65,19","10,76","0,53","11,84","95,05","0,88","0,88","37,27","8,38",112,"62,73","80,61",0,,0,"150,74","0,16","112,1","645,72"
510550,16128,5988,1430,1391,37,523,209,243,254,0,,5731,"127,07","1,01","178,12","2,19",27004,97,"39,96",0,"61,82","51,43","9,19","20,94","111,8","99,69","1,76","48,57","-4,24","129,98","62,96","72,29",0,"21,7","48,44","55,61","0,05","27,13","16,69","86,01","5,65","5,65","53,54","21,05","542,14","46,46","37,13","0,24",0,"8,8",125,"0,28","80,33","154,06"
