Código do Município,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG004 - Quantidade de ligações ativas de água micromedidas,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG008 - Volume de água micromedido,AG010 - Volume de água consumido,AG011 - Volume de água faturado,AG012 - Volume de água macromedido,AG024 - Volume de serviço,AG026 - População urbana atendida com abastecimento de água,AG028 - Consumo total de energia elétrica nos sistemas de água,IN001 - Densidade de economias de água por ligação,IN002 - Índice de produtividade: economias ativas por pessoal próprio,IN003 - Despesa total com os serviços por m3 faturado,IN008 - Despesa média anual por empregado,IN009 - Índice de hidrometração,IN010 - Índice de micromedição relativo ao volume disponibilizado,IN011 - Índice de macromedição,IN012 - Indicador de desempenho financeiro,IN013 - Índice de perdas faturamento,IN018 - Quantidade equivalente de pessoal total,IN020 - Extensão da rede de água por ligação,IN022 - Consumo médio percapita de água,IN023 - Índice de atendimento urbano de água,IN026 - Despesa de exploração por m3 faturado,IN028 - Índice de faturamento de água,IN029 - Índice de evasão de receitas,IN030 - Margem da despesa de exploração,IN031 - Margem da despesa com pessoal próprio,IN032 - Margem da despesa com pessoal total (equivalente),IN033 - Margem do serviço da divida,,IN035 - Participação da despesa com pessoal próprio nas despesas de exploração,IN036 - Participação da despesa com pessoal total (equivalente) nas despesas de exploração,IN037 - Participação da despesa com energia elétrica nas despesas de exploração,IN038 - Participação da despesa com produtos químicos nas despesas de exploração (DEX),IN039 - Participação das outras despesas nas despesas de exploração,IN044 - Índice de micromedição relativo ao consumo,IN045 - Índice de produtividade: empregados próprios por 1000 ligações de água,IN048 - Índice de produtividade: empregados próprios por 1000 ligações de água + esgoto,IN049 - Índice de perdas na distribuição,IN050 - Índice bruto de perdas lineares,IN051 - Índice de perdas por ligação,IN052 - Índice de consumo de água,IN055 - Índice de atendimento total de água,IN058 - Índice de consumo de energia elétrica em sistemas de abastecimento de água,IN060 - Índice de despesas por consumo de energia elétrica nos sistemas de água e esgotos,IN076 - Incidência das análises de turbidez fora do padrão,IN080 - Índice de conformidade da quantidade de amostras - turbidez,IN083 - Duração média dos serviços executados,IN101 - Índice de suficiência de caixa,IN102 - Índice de produtividade de pessoal total (equivalente)
521400,15659,11088,3766,3514,"43,35",631,"466,04","466,77","485,19",631,"5,43",11088,"340,11","1,06","440,72","6,07","125596,61","93,16","74,5",100,"104,72","22,44","10,26","11,19","123,43","78,05","5,34","77,56","1,31","84,09","36,66","41,77",0,"23,65","43,6","49,68","9,37","0,99","28,13","99,84","2,4","2,4","25,38","10,04","115,83","74,62","70,81","0,54","0,71","0,46","116,94","6,52","115,29","366,25"
521810,4011,3303,1420,1333,"27,78","202,75","150,91","151,17","157,84","202,75","1,76",3249,"173,86","1,02","480,17",6,"108842,41","93,68","75,08",100,"104,68","21,47","3,4","18,41","127,63",100,"5,32","78,53","-0,73","84,71","32,95","37,29",0,"24,55","38,9","44,02","15,59","0,25","28,98","99,83","2,13","2,13","24,79","4,92","96,94","75,21","82,35","0,86","0,75","7,74","129,69","7,01","116,46","414,67"
522220,6171,4440,1472,1461,"19,69","203,27","164,13","165,11","164,92","191,67","1,73",4440,"133,25","1,02",499,"5,77","106363,65","99,59","81,44","94,29","114,96","18,17","3,34","12,82","111,84","97,28","4,9","81,83","6,71","73,79","29,15","32,47",0,"22,57","39,5",44,"12,46","0,27","30,59","99,41","2,04","2,04","18,08","5,07","67,87","81,92","71,95","0,66","0,76","3,85","136,84","7,1","124,11","440,04"
421005,1775,732,244,244,"6,47","35,13","27,27","28,13","37,76","35,13","0,02",487,"77,14","1,12",271,"13,55","203990,23",100,"77,71",100,"39,2","-7,55","1,37","24,63","106,08",100,"12,5","107,55","-1,12","235,17","101,67","139,56","18,8","61,61","43,23","59,34","9,73","0,13","26,2","97,01","4,13","4,13","19,88","3,03","79,02","80,12","41,24","2,2","0,6",0,"216,2","7,2","39,6","176,3"
520150,4198,2821,1580,1558,"27,14","253,9","192,54","193,2","193,5","253,9","2,18",2805,"86,1","1,05","658,2","6,87","266166,33","99,3","76,49",100,"95,33","23,13","2,72","16,15","194,92",100,"6,21","76,87","-0,75","94,91","52,53","57,11",0,"23,45","55,34","60,17","5,27","0,14","24,71","99,66","1,6","1,6","23,25","6,12","102,74","76,75","67,2","0,34","0,74","0,99","88,6","7,24","105,45","574,14"
521010,26985,23449,10445,10275,"111,23","1925,28","1293,17","1301,81","1302,29","1862,13","16,57",23277,"1231,59","1,03","523,71","6,65","130077,69","99,16","67,75","96,72","96,1","31,77","23,54","10,4","157,82",100,"5,79","68,23","5,19","90,66","32,04","36,79",0,"32,98","35,34","40,58","11,48","0,64","36,38","99,34","1,97","1,97","31,8","14,95","160,15","68,2","86,9","0,64","0,7","3,62","101,97","7,37","102,92","441,04"
521260,2368,1609,938,925,"20,23","108,09","92,21","94,03","92,87","107,19","1,02",1566,"160,46","1,04","322,33","12,09","134046,29","94,74","79,57","91,69","55,43","19,86","4,84","21,38","162,12",100,"11,25","80,14","-1,25","167,85","64,63","104,37",0,"29,74","38,5","62,18","11,87","0,75","17,72","98,06","3,22","3,22","18,86","2,97","64,26","81,14","67,95","1,37","0,77","6,39","97,77","7,38","60,24","192,39"
520060,7624,5802,3292,3234,"57,57","853,13","545,31","548,57","544,33","853,13","7,33",5779,"370,01","1,1","352,75","5,92","115794,77","99,08","64,47",100,"119,97","35,64","11,32","17,37","260,68",100,"5,03","64,36","1,51","70,93","29,98","33,93",0,"19,33","42,26","47,84","10,42","0,51","27,25","99,41","3,11","3,11","35,14","14,15","253,21","64,86","76,1","0,43","0,77","0,77","108,75","7,78","137,13","284,11"
520160,3522,3292,1656,1585,"23,6","224,44","170,93","171,95","175,92","224,44","1,91",3110,"104,6","1,05","215,37","9,87","134048,22","97,84","76,81",100,"65,24","20,95","8,46","13,6","146,42",100,"9,44","79,05","4,15","146,61","94,65","100,15",0,"27,87","64,56","68,31","4,83","1,11","19,01","99,41","4,86","4,86","22,73","5,87","84,21","77,27","93,47","0,47","0,77","6,38","144,3","8,59","64,74","194,39"
520360,3703,2336,1752,1669,"26,83","232,75","201,96","203,53","204,66","232,75","1,99",2336,"163,35","1,02","234,47","8,44","125769,94","96,18","87,52",100,"79,6","11,31","7,86","14,89","186,03","93,97","7,64","88,69","-0,2","113,65","68,59","71,9",0,"23,39","60,35","63,27","8,02","0,07","20,58","99,23","4,35","4,35","11,8","2,78","43,24","88,2","63,08","0,7","0,77","1,81","109,21","8,76","87,52","219,46"
521080,4539,3604,1764,1742,"26,74","357,74","240,59","241,09","241,84","357,74","3,08",3354,"199,7","1,03","450,37","5,92","166708,63","99,37","67,84",100,"109,4","31,81","4,33","14,78","189,42",100,"5,33","68,19","0,02","82,38","42,59","46,08",0,"17,06","51,7","55,94","11,64","0,41","20,71","99,79","2,29","2,29","32,02","11,64","177,8","67,98","79,4","0,56","0,75","0,34","131,25","8,79","119,05","404,33"
520310,5138,1463,716,711,"11,86","78,62","63,53","63,73","63,8","78,62","0,68",1463,"102,16","1,03","366,25","12,53","205818,6","99,65","81,51",100,"55,35","18,14","2,11","15,81","128,29","96,7","11,59","81,86","3,31","167,11","93,02","98,32",0,"40,78","55,67","58,83","10,75","0,41","24,4","99,69","2,82","2,82","18,23","3,39","54,91","81,77","28,47","1,3","0,78","3,38","92,41","9,43","57,38","335,41"
520280,2417,1891,1093,1064,"20,12","150,42","114,02","119,6","121,79","150,42","1,26",1852,"142,76","1,04","223,9","9,52","130634,29","98,65","76,44","96,6","64,15","21,05","5,33","17,84","149,44",100,"8,76","78,95","1,08","143,42","87,83","93,6",0,25,"61,24","65,26","7,01","1,46","17,43","99,59","4,65","4,65","22,47","4,72","88,36","77,53","78,24","0,92","0,52","3,81",140,"9,5","68,52","201,76"
520340,8841,6765,3037,2791,"41,93","341,57","256,41","257,73","275,36","341,57","2,94",6664,"253,27","1,03","444,21","9,56","143229,22","92,41","75,72",100,"67,13","18,68","8,77","12,23","110,57",100,"8,76","81,32","1,58","136,53","56,72","71,04",0,"43,75","41,55","52,03","7,82","0,78","32,05","99,49","2,31","2,31","23,89","5,49","73,28","76,11","76,52","0,74","0,74","6,56","87,77","9,53","71,51","345,02"
521483,12869,8405,4243,3858,"92,64","639,71","449,16","452,58","476,56","638,98","5,52",8338,"366,17","1,02","407,14","7,67","152418,55","91,2","70,82","99,89","85,15","24,86","11,63","20,75","171,11",100,"6,84","75,14","3,71","104,76","51,45","56,98",0,"27,21","49,11","54,39","8,81","1,29","25,97","99,24","2,51","2,51","28,64","5,37","119,03","71,36","65,31","0,57","0,78","0,9","65,61","9,55","91,54","359,41"
520815,3818,1307,901,878,"13,41","108,93","87,32","87,62","89,09","108,93","0,97",1275,"56,61","1,03","459,75","7,34","140289,69","98,71","80,88",100,"90,72","17,48","2,22","14,64","188,95",100,"6,26","82,52","6,9","93,99","47,3","52,57",0,"23,34","50,33","55,93",9,"0,29","24,83","99,66","2,24","2,24","18,84","4,16","62,3","81,16","34,23","0,52","0,89","0,42","106,03","9,7","97,41","402,44"
520460,3630,2575,1216,1174,"21,91","177,62","130,84",132,"133,98","177,62","1,53",2546,"126,83","1,04","203,58","10,03","117137,12","98,22","74,3",100,"62,13","23,91","6,37","17,96","141,63",100,"9,17","76,09","-1,19","147,1","84,17","89,32",0,"27,03","57,22","60,72","7,78","6,51","18,38","99,12","5,09","5,09","25,04","5,51","102,5","74,96","70,94","0,71","0,75","1,79","99,12","9,83","68,49","185,11"
520480,7589,5535,2337,2260,"40,94","392,66","282,52","283,98","287,63","392,66","3,36",5535,"244,89","1,04","265,89","7,2","95902,48","98,33","72,57",100,"86,85","26,12","9,62","17,48","155,71","98,63","6,61","73,88","-0,08","105,78","48,01","51,3",0,"34,31","45,39","48,5","9,83","0,34","32,43","99,49","3,9","3,9","27,05","7,05","125,07","72,95","72,93","0,62","0,76","1,57","108,05","9,92","93,87","239,86"
520790,16557,3856,1279,1255,"21,16","173,86","142,71","143,37","145,07","173,86","1,5",3856,"116,11","1,07","541,6","5,94","133796,2","98,9","82,8",100,"112,39","15,83","2,79","16,24","137,53","88,64","5,33","84,17","5,86","79,85","34,52","38,55",0,"23,14","43,22","48,28","11,11","0,04","28,98","99,54","1,97","1,97","16,82","3,75","62,59","83,18","23,29","0,67","0,74","12,54","132,89","9,96","115,8","454,46"
240130,9655,6226,1821,1821,"26,36","280,77","191,63","191,74","266,04","280,77",0,5199,"507,7",1,"406,22","4,76","113090,95","99,97","68,25",100,"92,11","5,25","4,78","10,1","83,15",100,"4,15","94,75","-3,98","94,71","43,61","46,28","2,19","4,95","46,05","48,87","31,16","2,24","5,22","99,94","2,47","2,47","31,71","10,89","133,87","68,29","64,48","1,81","0,68","21,67","62,5","10,06","111,29","381,49"
520680,2938,2361,1129,1105,"14,47","140,96","126,26",127,"127,46","140,96","1,19",2334,"88,28","1,05","195,58","9,98","121743,27","98,93","90,33",100,"61,56","8,81","6,38","12,42","148,6",100,"9,24","91,19","-0,62","150,39","93,29","99,12",0,"28,73","62,03","65,91","8,41","0,56","19,1","99,42","5,35","5,35","9,14","2,42","31,17","90,86","80,36","0,63","1,12","3,7","108,48","10,12","66,59","176,08"
520735,3699,2622,1594,1521,"26,79","237,09","173,34","174,31","178,65","237,09","2,01",2546,"177,13","1,02","321,7","7,18","111058,73","95,3","73,74",100,"88,12",24,"5,83","16,6","184,56",100,"6,54",76,"0,26","103,45","49,13","57,34",0,"24,64","47,5","55,43","9,34","2,41","23,82","99,44","3,16","3,16","25,85","6,21","105,14","74,15","70,88","0,75","0,62","2,53","175,22","10,3","95,07","271,39"
521550,6667,5796,2723,2659,"25,3","432,92","338,34","344,15","342,58","426,56","3,72",5796,"344,91","1,03","64,28","7,91","27149,89","94,79","78,83","98,53","74,86","20,18","45,53","8,97","166,75","98,81","7,19","79,82","-0,35","121,36","57,53","60,91",0,"37,69","47,4","50,19","10,57","0,3","31,05","98,31","15,95","15,95","19,82","9,21","86,45","80,18","86,94","0,8","0,75","10,66","98,39","10,48","83,05","59,21"
521290,2236,1967,1048,1030,"18,87","170,87","127,32","129,39","129,08","170,84","1,48",1947,"157,94",1,"207,7","10,3","134410,56","95,7","75,35","99,98","60,41","23,8","5,23","16,21","181,11",100,"9,73","76,2","0,47","156,4","83,67","87,59",0,"24,72","53,5","56,01","21,71","0,53","15,81","98,72","4,83","4,83","23,61","5,83","105,88","76,39","87,97","0,92","1,73","2,31","96,43","10,54","64,17","197,73"
520850,5600,4888,2350,89,"25,32","368,64","262,14","264,06","264,76","368,64","3,2",4827,"229,06","1,03",401,"8,81","178400,89","51,54","71,9",100,"74,33","27,55","6,38","10,36","151,71",100,"7,98","72,45","1,95","121,97","61,76","65,68",0,"36,45","50,63","53,85","8,29","0,35","29,88","99,6","2,57","2,57","27,74","11,08",119,"72,26","87,29","0,62","0,76","2,16","101,54","10,68","79,78","365,78"
